_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCBT,PCMT,PCOL,PCON,PCPH,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHAN,PHGT,PHSN,PHTN,PICN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLDT,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLTY,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PQBS,PRBF,PRBK,PRBS,PROL,PRSE,PSA0,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSB0,PSB1,PSB2,PSB3,PSB4,PSB5,PSB6,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRCT,TRDO,TRDS,TRFB,TRFK,TRFP,TRFY,TRHM,TRIC,TRJR,TRPB,TRSB,TRSC,TRSP,TRSW,TRTA,TRTL,TRTR,TRTS,TRWU,TSPM
39,6,0,69,24,55,67,10,10,73,12,40,3,556,151,4,0,63,30,4,23,6,6,45,50,BoydKhristian_1108,67,Khristian,142,1108,0,74,24,Kansas City,0,10,88,97,71,21,26,15,47292,25,10,0,27,80,-31,84,10,12,1,Boyd,10,100,69,99,68,80,12,32,12,10,28,28,20,10,1108,69,45,47,45,6,12,0,45,45,45,0,5,61,78,90,101,0,0,0,2,2,2,2,0,0,0,8,2,63,83,15,0,88,10365,6,82,6,6,1,89,25,29,6,330,10,4,8,330,160,50,0,0,15,27,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1
40,2,0,92,23,80,61,65,61,45,17,55,0,9,111,1,0,23,78,1,25,6,21,40,79,AbrahamMicah_1116,34,Micah,207,1116,0,70,8,Tampa,0,10,88,40,76,22,21,55,23996,10,66,0,10,51,-31,38,70,72,1,Abraham,57,100,30,99,66,67,25,42,69,66,34,38,68,23,1116,67,25,33,24,15,16,0,32,35,31,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,85,25,0,53,0,6,54,10,15,1,76,30,25,13,23,16,1,0,23,25,50,0,0,25,1009,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,1
41,6,0,69,24,50,69,10,11,37,9,22,2,1892,362,4,0,79,25,4,26,6,5,51,51,GloverTravis_1118,35,Travis,260,1118,0,78,9,Vienna,1,10,95,79,69,8,9,10,35772,79,10,0,20,40,0,80,10,9,1,Glover,10,0,42,99,24,38,12,24,12,10,21,20,8,7,1118,64,68,69,70,6,9,0,69,73,68,0,15,75,91,103,114,0,0,0,4,4,4,4,0,0,0,16,0,63,83,10,0,86,10387,6,44,8,11,1,87,35,19,7,383,5,4,16,383,157,50,0,0,10,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
42,4,0,81,24,73,68,52,34,45,49,57,2,9068,226,4,0,79,51,4,28,6,33,66,65,GrableTylan_1119,46,Tylan,186,1119,0,77,9,Gordon,0,10,90,68,87,13,13,10,9403,79,49,0,13,52,-31,79,46,12,1,Grable,10,100,57,99,42,51,51,57,55,44,58,21,13,35,1119,63,68,68,69,35,9,0,70,70,67,0,15,75,91,103,114,0,0,0,4,4,4,4,0,0,0,16,2,74,81,38,0,81,10087,45,48,48,52,1,79,10,57,39,383,35,4,16,383,149,50,0,0,43,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3
43,6,0,81,25,53,53,13,13,31,12,24,3,9071,418,4,0,83,23,4,31,6,7,35,54,JerrellMichael_1120,18,Michael,268,1120,0,77,13,Indianapolis,1,10,93,65,79,17,18,10,37819,84,20,0,28,33,-31,78,10,9,1,Jerrell,10,100,12,99,15,34,15,10,19,10,25,21,12,11,1120,65,75,70,66,5,5,0,74,72,70,0,15,67,88,103,119,0,0,0,16,12,8,4,0,0,0,40,0,74,76,10,0,82,10401,5,36,5,5,1,88,25,16,7,377,10,4,40,377,134,50,0,0,12,28,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
44,1,0,89,24,88,51,81,73,26,20,85,0,9076,266,4,0,63,75,4,32,6,59,18,90,LaubeDylan_1122,10,Dylan,82,1122,0,70,31,Westhampton,1,10,91,23,84,25,25,84,30139,28,65,0,23,22,0,34,78,11,1,Laube,15,0,10,99,13,32,63,71,63,73,75,5,16,65,1122,65,25,50,30,10,1,0,25,31,28,0,1,61,78,90,101,0,0,0,2,2,2,2,0,0,0,8,0,88,91,0,0,67,10151,10,27,10,15,1,92,30,27,10,330,17,4,8,330,48,50,0,0,70,23,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,2,0,0,0,1,2,0,0,0
45,1,0,91,24,81,74,76,75,28,24,72,0,9063,189,4,0,78,84,4,40,6,67,36,79,FlournoyRyan_1124,10,Ryan,261,1124,0,73,12,Hazel Crest,0,10,82,80,89,15,19,27,56507,35,76,0,11,29,-31,52,78,13,1,Flournoy,15,100,10,99,15,34,73,62,80,68,48,10,18,70,1124,68,22,33,28,6,3,0,31,55,36,0,11,75,91,103,114,0,0,0,3,3,3,3,0,0,0,12,1,90,81,20,0,62,10074,15,31,15,20,1,80,35,29,15,383,20,4,12,383,40,50,0,0,72,11,0,0,4,0,1,0,0,0,0,2,1,0,1,0,1,0,2,0,0,0,0,2,0,1,1
46,6,0,77,24,66,62,25,10,28,9,28,2,9074,232,4,0,80,25,4,39,6,5,20,64,KingstonJarrett_1125,25,Jarrett,59,1125,0,76,4,Redding,0,15,92,61,77,11,15,10,5563,79,15,0,15,27,-31,80,15,10,1,Kingston,8,100,24,99,25,34,10,29,21,13,25,23,12,5,1125,67,67,69,71,6,8,0,66,70,71,0,5,80,96,108,119,0,0,0,0,0,0,0,0,0,0,0,2,72,83,0,0,90,10143,6,25,7,8,1,82,32,20,7,284,11,4,0,284,148,50,0,0,10,21,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1
47,6,0,64,24,59,73,21,22,10,11,42,2,2669,236,4,0,84,31,4,44,6,11,22,57,KleinElijah_1126,10,Elijah,65,1126,0,76,4,Pomona,0,10,92,79,67,24,29,10,16828,81,24,0,6,25,-31,82,19,12,1,Klein,10,100,10,99,18,15,19,32,23,17,31,23,12,13,1126,67,70,73,73,10,8,0,72,72,71,0,5,70,89,104,119,0,0,0,14,10,7,3,0,0,0,34,2,62,78,1,0,83,0,12,33,15,19,1,82,24,26,10,382,8,4,34,382,159,50,0,0,21,6,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
48,4,0,82,23,72,51,25,14,35,21,41,2,943,314,4,0,63,39,4,1,7,24,15,58,ClaytonTravis_1130,23,Travis,132,1130,0,79,64,Basingstoke,1,10,87,67,66,46,53,10,35005,84,35,0,3,46,-31,75,33,9,1,Clayton,7,100,31,99,25,41,28,47,37,30,41,21,9,26,1130,63,74,69,64,12,9,0,72,70,68,0,15,61,78,90,101,0,0,0,2,2,2,2,0,0,0,8,2,79,74,10,0,79,10373,16,33,22,24,1,81,18,29,11,330,7,4,8,330,141,50,0,0,31,3,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
49,4,0,85,24,67,67,42,33,69,15,30,2,2477,153,4,0,83,52,4,2,7,34,55,58,JeanBaptisteJavontae_1134,63,Javontae,221,1134,0,77,31,Spring Valley,0,10,90,90,83,29,34,10,33340,20,45,0,26,74,-31,77,41,31,1,Jean-Baptiste,22,100,64,99,69,78,42,46,29,35,49,27,30,38,1134,65,48,48,49,6,11,0,40,40,40,0,13,70,89,104,119,0,0,0,13,9,6,3,0,0,0,31,1,84,74,20,0,77,10121,5,75,6,9,1,80,30,18,6,382,5,4,31,382,100,50,0,0,43,26,0,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1
50,1,0,92,23,87,59,64,62,53,21,58,0,119,160,4,0,63,69,4,4,7,15,82,88,AnthonyDaijahn_1137,44,Daijahn,158,1137,0,72,45,Richmond,0,10,93,33,88,15,17,60,19516,28,60,0,2,85,-31,60,71,64,1,Anthony,63,100,37,99,57,76,26,54,62,64,54,41,70,20,1137,66,35,35,35,16,17,0,35,35,35,0,3,61,78,90,101,0,0,0,2,2,2,2,0,0,0,8,1,88,84,25,0,56,10000,15,70,20,21,1,88,36,31,15,330,15,4,8,330,45,50,0,0,30,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1
51,1,0,95,23,79,62,66,59,47,24,53,0,1191,116,1,0,23,60,1,6,7,25,89,76,DavisJaden_1138,34,Jaden,224,1138,0,70,8,Fort Lauderdale,0,10,90,39,85,13,20,60,37693,13,52,0,7,56,-31,44,68,67,1,Davis,69,100,26,99,57,67,37,40,54,65,38,38,64,31,1138,66,20,25,21,13,16,0,30,35,30,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,83,15,0,58,10379,21,58,26,30,1,86,35,35,12,23,9,1,0,23,22,50,0,0,35,1009,0,0,3,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,2,0,0,1
52,1,0,94,22,90,53,57,62,49,22,55,0,2103,328,4,0,69,71,4,7,7,27,35,95,HardenMyles_1142,34,Myles,157,1142,0,71,8,Miami Gardens,0,10,87,26,85,11,11,55,28093,19,57,0,5,73,-31,43,75,63,1,Harden,67,100,28,99,54,75,35,37,62,72,30,39,62,30,1142,67,25,30,25,14,16,0,30,35,30,0,3,66,83,94,106,0,0,0,3,2,3,2,0,0,0,10,1,89,83,38,0,59,10098,19,74,22,23,1,88,35,24,17,349,13,4,10,349,35,50,0,0,32,5,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,2,0,0,0,0,2,0,0,1
53,6,0,72,23,64,70,32,30,34,11,35,3,9103,119,4,0,78,24,4,8,7,5,39,54,SamacNick_1149,31,Nick,57,1149,0,76,34,Mentor,0,10,87,61,63,13,21,10,43965,78,22,0,25,44,-31,77,21,14,1,Samac,10,100,41,99,46,33,11,25,27,15,35,17,18,5,1149,62,68,66,67,10,7,0,71,70,69,0,5,75,91,103,114,0,0,0,3,3,3,3,0,0,0,12,2,65,81,1,0,84,10240,15,42,14,21,1,88,40,24,11,383,15,4,12,383,147,50,0,0,10,25,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
54,1,0,93,23,83,64,81,72,38,24,55,0,9055,167,1,0,23,73,1,9,7,25,87,84,DevonshireMJ_1150,35,MJ,287,1150,0,71,37,Aliquippa,0,10,92,26,91,18,22,80,25660,15,59,0,23,56,-31,39,84,62,1,Devonshire,69,100,21,99,65,64,29,31,61,76,30,40,67,33,1150,66,14,20,15,6,16,0,21,25,21,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,86,35,0,51,10055,8,42,12,16,1,75,22,24,21,23,10,1,0,23,19,50,0,0,35,1009,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,1
55,6,0,64,24,63,67,33,24,73,12,26,2,4216,400,4,0,78,42,4,12,7,4,55,58,RodriguezLeviDrake_1153,66,Levi Drake,115,1153,0,76,42,Georgetown,0,10,90,50,66,12,16,10,9148,18,18,0,31,81,-31,80,31,21,1,Rodriguez,25,100,65,99,67,80,15,34,15,21,32,28,28,8,1153,68,45,45,45,9,12,0,45,45,45,0,5,75,91,103,114,0,0,0,3,3,3,3,0,0,0,12,2,72,84,5,0,84,10384,9,82,9,9,1,85,30,20,9,383,17,4,12,383,130,50,0,0,15,31,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1
56,4,0,79,24,65,68,38,19,73,12,40,3,9077,158,4,0,80,36,4,14,7,3,44,61,LauluJonah_1157,70,Jonah,141,1157,0,77,27,Las Vegas,1,10,87,96,86,21,25,10,62140,19,25,0,10,79,0,82,24,22,1,Laulu,18,0,70,99,66,82,24,33,20,17,41,27,31,7,1157,68,45,45,45,6,10,0,45,45,45,0,13,80,96,108,119,0,0,0,0,0,0,0,0,0,0,0,0,74,78,0,0,84,10410,6,79,6,6,1,87,21,19,6,403,10,4,0,403,132,50,0,0,15,23,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,2,0,0,0
57,3,0,90,26,83,77,76,69,32,28,71,0,9113,234,4,0,63,87,4,15,7,74,27,80,VeleDevaughn_1160,10,Devaughn,100,1160,0,77,13,Indianapolis,0,10,84,17,86,20,20,80,32185,26,83,0,4,28,-31,37,74,20,1,Vele,25,100,10,99,25,35,71,49,81,68,41,12,27,76,1160,74,27,28,20,24,3,0,24,43,18,0,11,61,78,90,101,0,0,0,2,2,2,2,0,0,0,8,1,90,80,30,0,58,10278,23,33,30,37,1,79,32,49,37,330,31,4,8,330,50,50,0,0,77,4,0,0,4,0,1,0,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,2,0,1,1
58,6,0,74,23,53,70,10,8,39,15,34,3,2843,116,4,0,82,35,4,17,7,5,79,55,LeeMatt_1161,15,Matt,67,1161,0,75,8,Oviedo,0,25,91,62,76,14,22,10,12989,79,25,0,2,29,-31,73,10,13,1,Lee,11,100,25,99,24,35,13,19,15,10,20,18,12,8,1161,62,68,73,68,8,7,0,72,68,64,0,5,72,91,105,119,0,0,0,10,8,5,3,0,0,0,26,2,71,82,1,0,82,10155,7,31,11,12,1,77,22,30,6,387,5,4,26,387,150,50,0,0,15,2,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
59,5,0,76,24,67,66,32,21,69,17,38,2,739,232,1,0,23,39,1,18,7,5,25,63,ByrdSolomon_1163,61,Solomon,211,1163,0,75,4,Palmdale,0,10,84,50,78,12,14,10,3515,26,25,0,32,74,-31,78,48,30,1,Byrd,33,100,63,99,67,77,7,35,32,42,43,27,32,7,1163,61,35,35,35,8,11,0,40,40,40,0,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,74,25,0,73,10027,6,74,7,9,1,83,20,22,6,23,10,1,0,23,95,50,0,0,14,1009,0,1,3,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1
60,6,0,65,23,66,65,10,5,59,12,42,2,9059,57,1,0,23,39,1,19,7,15,54,59,EzirimJosiah_1164,49,Josiah,266,1164,0,78,34,Hilliard,1,10,90,72,73,11,19,10,43581,84,34,0,27,63,0,82,10,10,1,Ezirim,10,0,61,99,45,66,27,10,32,10,21,20,12,20,1164,64,66,69,69,5,9,0,70,69,70,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,80,0,0,88,10068,5,56,6,6,1,84,25,16,5,23,9,1,0,23,169,50,0,0,26,1009,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
61,6,0,73,23,66,61,43,33,73,12,46,3,614,37,1,0,40,48,1,23,7,17,64,57,BriggsJowon_1165,67,Jowon,266,1165,0,73,34,Cincinnati,0,10,90,97,66,19,23,15,3133,18,18,0,5,82,-31,84,36,19,1,Briggs,19,100,71,99,64,78,29,45,15,32,56,28,27,22,1165,69,45,47,45,6,12,0,45,45,45,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,82,15,0,88,10368,6,82,6,6,1,88,25,21,6,40,10,1,0,40,153,50,0,0,15,5,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1
62,5,0,92,24,74,68,71,67,29,14,71,2,8056,253,4,0,63,76,4,26,7,47,74,74,CulpDevin_1166,17,Devin,273,1166,0,76,46,Spokane,0,10,90,82,85,15,18,18,4284,51,73,0,6,27,-31,57,68,14,1,Culp,17,100,17,99,22,28,64,64,72,62,65,14,21,51,1166,62,51,50,49,6,4,0,53,51,50,0,11,61,78,90,101,0,0,0,2,2,2,2,0,0,0,8,1,90,81,15,0,68,10047,6,33,10,15,1,84,29,30,10,330,10,4,8,330,77,50,0,0,58,6,0,0,4,0,1,1,0,0,0,2,1,0,1,1,1,0,2,0,0,0,0,2,0,1,1
63,6,0,74,23,55,69,50,32,20,17,33,3,2096,80,4,0,211,35,4,28,7,16,20,57,HansonCJ_1169,10,C.J.,60,1169,0,77,29,Bergen County,0,10,90,61,81,20,21,10,6461,80,32,0,9,38,-31,78,48,12,1,Hanson,10,100,10,99,15,29,19,44,35,23,35,24,13,21,1169,64,70,72,69,11,8,0,70,69,65,0,11,61,78,90,101,0,0,0,150,50,0,0,0,0,0,200,2,72,79,5,0,82,10097,12,33,13,21,1,80,30,25,15,330,6,4,200,330,140,50,0,0,22,9,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
64,1,0,91,22,81,61,65,63,65,31,56,0,6721,170,4,0,81,57,4,30,7,10,55,81,KaneSanoussi_1170,42,Sanoussi,228,1170,0,71,31,Harlem,0,10,90,28,87,47,53,55,13501,32,49,0,25,81,-31,64,67,64,1,Kane,66,100,47,99,60,81,12,45,52,63,55,43,62,11,1170,66,31,33,33,24,18,0,35,35,35,0,3,73,92,105,119,0,0,0,8,6,4,2,0,0,0,20,1,88,83,20,0,58,10406,22,71,23,35,1,89,25,31,32,389,23,4,20,389,47,50,0,0,15,25,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1
65,6,0,65,24,55,68,14,19,35,10,29,3,9079,97,4,0,82,29,4,34,7,6,76,52,LevestonKT_1171,10,KT,284,1171,0,76,42,Waco,0,10,91,66,69,10,13,10,58555,79,14,0,24,35,-31,81,14,12,1,Leveston,10,100,10,99,10,25,12,34,12,15,28,23,11,8,1171,65,67,71,71,7,6,0,71,70,70,0,5,74,92,105,119,0,0,0,8,6,4,2,0,0,0,20,1,60,81,10,0,85,10157,5,35,5,10,1,90,40,13,6,390,5,4,20,390,177,50,0,0,12,24,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
66,6,0,72,24,71,70,21,19,31,7,41,3,9065,136,1,0,23,43,1,36,7,14,35,58,GargiuloNick_1172,24,Nick,57,1172,0,77,31,Yorktown Heights,0,10,90,66,79,20,22,10,39740,78,31,0,4,31,-31,80,30,11,1,Gargiulo,10,100,30,99,35,32,22,28,33,16,32,23,12,17,1172,66,68,71,70,7,6,0,70,69,69,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,79,1,0,87,10081,5,33,5,6,1,77,22,30,6,23,10,1,0,23,150,50,0,0,21,1009,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
67,1,0,91,24,82,66,61,58,63,29,59,0,2613,4,1,0,23,66,1,37,7,10,77,88,KeyJaylen_1173,45,Jaylen,222,1173,0,74,19,"Washington, D.C.",0,10,91,43,87,11,12,53,59580,26,51,0,18,79,-31,64,66,64,1,Key,70,100,47,99,56,80,25,53,60,63,52,42,66,14,1173,66,25,30,24,14,18,0,35,35,35,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,84,20,0,53,10140,21,69,24,26,1,85,25,24,23,23,18,1,0,23,50,50,0,0,20,1009,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1
68,5,0,88,25,80,58,64,50,66,62,52,2,1516,90,0,0,23,57,0,511,63,5,25,71,EvansJoe_1210,64,Joe,24,1210,0,73,14,Ames,0,10,90,48,89,19,15,15,60091,28,49,0,0,78,-31,76,61,31,1,Evans,38,100,57,99,65,74,33,50,50,55,61,31,40,5,1210,61,45,45,45,49,13,0,45,45,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,85,25,0,74,0,52,72,57,59,1,84,22,65,50,0,58,0,0,0,86,50,0,0,15,1009,0,0,3,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,1,0,0,2,0,0,1
69,3,0,86,24,74,42,72,66,21,65,61,0,2512,37,1,0,23,29,1,511,63,15,40,72,JonesEmory_1212,9,Emory,284,1212,0,74,9,LaGrange,0,10,89,11,74,20,21,20,59836,10,19,0,0,11,-31,19,69,12,1,Jones,9,100,9,99,20,28,19,47,20,63,39,3,18,17,1212,51,18,17,14,69,0,1,11,16,10,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,81,45,24,61,0,67,24,68,73,1,84,77,83,74,23,65,1,0,23,43,50,0,0,18,1009,0,0,4,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
70,1,0,91,24,83,65,65,58,52,36,61,0,5214,118,1,0,99,66,1,511,63,11,76,83,WallaceJosh_1223,37,Josh,251,1223,0,71,19,Bowie,0,10,86,30,83,17,18,55,11068,21,59,0,29,69,-31,53,69,68,1,Wallace,69,100,28,99,63,72,27,57,65,63,41,38,64,16,1223,66,25,25,25,14,16,0,34,15,33,0,7,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,84,32,0,60,0,20,62,22,25,1,83,26,25,24,99,22,1,0,99,29,50,0,0,26,24,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,2,0,0,1
71,1,0,86,23,78,63,70,54,40,10,60,0,1036,162,1,0,23,64,1,511,63,10,60,79,CooperJrBump_1226,42,Bump,249,1226,0,71,4,San Jose,0,10,86,35,76,13,18,45,64445,15,59,0,0,47,-31,47,69,63,1,Cooper Jr,61,100,34,99,61,62,35,30,62,64,35,38,64,10,1226,58,35,35,35,6,16,0,35,35,35,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,86,30,0,58,0,6,44,6,6,1,84,32,30,6,23,16,1,0,23,26,50,0,0,20,1009,0,0,3,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
72,1,0,92,23,83,60,75,72,28,20,71,0,1983,55,0,0,80,75,0,511,63,64,59,84,GriffinTulu_1228,19,Lideatrick,284,1228,0,70,23,Philadelphia,0,10,90,83,83,16,20,82,47165,19,68,0,1,24,-31,36,78,20,1,Griffin,20,100,11,99,21,33,62,47,73,73,41,10,28,65,1228,64,13,30,18,6,3,0,20,43,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,78,10,0,53,0,6,27,10,15,1,79,26,24,10,0,19,0,0,0,21,50,0,0,67,1009,0,0,4,0,1,1,0,1,0,2,1,0,1,0,1,0,1,0,0,0,0,2,0,1,1
73,4,0,74,25,61,59,20,18,10,12,32,0,301,11,2,0,85,31,2,511,63,10,35,51,BatesJake_1238,10,Jake,50,1238,0,70,42,Tomball,0,10,89,39,60,83,98,10,6459,15,10,0,0,24,-31,15,10,10,1,Bates,10,100,10,99,15,25,12,10,12,10,10,45,10,10,1238,76,15,20,15,20,19,0,15,20,15,0,5,70,104,0,0,0,0,0,15,5,0,0,0,0,0,20,2,72,82,99,0,35,0,13,26,22,28,1,61,45,32,20,174,15,2,20,174,42,50,1,0,10,19,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,2,0,0,1
74,6,0,73,24,60,62,18,8,26,12,27,2,9126,87,1,0,23,20,1,511,63,5,30,47,HaggardLuke_1239,13,Luke,59,1239,0,78,4,Petaluma,0,10,90,72,70,20,20,9,6204,72,14,0,0,31,-31,82,17,12,1,Haggard,8,100,12,99,19,31,15,15,14,11,28,23,14,5,1239,64,71,73,70,6,8,0,70,71,71,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67,71,10,0,84,0,6,29,6,6,1,84,21,24,6,23,15,1,0,23,145,50,1,0,13,1009,0,0,4,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,2,0,0,1
75,6,0,75,23,54,60,15,19,26,12,22,3,9134,68,3,0,48,20,3,511,63,5,54,55,JohanningJake_1240,10,Jake,23,1240,0,72,20,Springfield,0,10,90,63,68,11,10,10,5564,76,15,0,0,27,-31,76,12,12,1,Johanning,10,100,10,99,10,27,12,20,14,10,30,23,12,8,1240,60,64,64,66,6,8,0,67,66,67,0,5,48,97,108,0,0,0,0,0,0,0,0,0,0,0,0,2,69,83,1,0,86,0,6,25,6,6,1,84,32,17,6,253,14,3,0,253,130,50,0,0,10,23,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,0,0,1
76,3,0,91,24,76,63,71,66,43,24,59,0,4503,112,0,0,80,61,0,511,63,17,71,77,SheppardJaQuan_1242,42,Ja’Quan,287,1242,0,74,8,Zephyrhills,1,10,90,46,80,15,20,58,25020,25,58,0,25,51,0,47,70,66,1,Sheppard,66,0,31,99,62,63,23,45,61,66,44,38,67,21,1242,62,10,15,12,21,16,0,20,25,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,85,30,0,59,0,13,50,19,23,1,85,20,30,22,0,11,0,0,0,39,50,0,0,24,1009,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0
77,5,0,87,24,75,61,46,28,69,12,40,2,4757,252,0,0,80,40,0,511,63,5,50,66,StoneJrRon_1243,62,Ron,132,1243,0,75,42,Carrolton,0,10,90,76,84,14,19,10,53820,17,39,0,22,74,-31,68,48,38,1,Stone Jr,41,100,65,99,64,71,18,51,38,37,48,25,45,9,1243,62,45,45,45,6,11,0,45,45,45,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,88,40,0,71,0,6,73,6,6,1,88,22,25,6,0,10,0,0,0,87,50,0,0,17,1009,0,1,3,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,1,0,0,2,0,0,1
78,6,0,76,24,66,61,25,12,70,12,26,3,7457,65,1,0,23,30,1,511,63,3,55,53,LovettSrFabien_1245,59,Fabien,186,1245,0,75,23,Olive Branch,0,10,82,96,67,15,15,10,11707,26,22,0,10,78,-31,79,20,22,1,Lovett Sr,15,100,64,99,63,72,12,29,17,16,34,28,33,5,1245,63,45,45,45,6,12,0,45,45,45,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,75,20,0,84,0,6,74,6,6,1,82,20,19,6,23,10,1,0,23,156,50,0,0,13,1009,0,1,3,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,2,0,0,1
79,1,0,87,23,90,55,71,57,59,15,68,0,5392,59,3,0,80,70,3,511,63,18,60,79,WoodJulius_1247,29,Julius,254,1247,0,73,34,Columbus,0,10,89,24,81,19,17,30,4669,24,62,0,28,79,-31,61,72,66,1,Wood,67,100,35,99,57,80,25,53,68,62,48,43,63,25,1247,64,35,35,35,6,18,0,35,35,35,0,11,62,96,108,0,0,0,0,18,0,0,0,0,0,0,18,1,88,85,35,0,63,0,6,72,6,6,1,86,22,21,6,266,12,3,18,266,33,50,0,0,35,30,0,0,3,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
