_index,ASNM,BTYP,CFNM,CJNO,CLNM,CNID,COMB,GENR,GNHD,HINC,LOUT,SKNT,USKT,WLBS,_compressed_header
1334,HattenHogan_1334,2,Hogan,49,Hatten,1334,0,gen_2_B_B_005,67,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,238,8e8da903
1335,StricklandLoren_1335,0,Loren,24,Strickland,1335,0,gen_4_B_N_01,21,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,202,8e8da903
1336,NieseMichael_1336,3,Michael,62,Niese,1336,0,gen_2_H_B_005,19,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,295,8e8da903
1337,NarvesonBrayden_1337,1,Brayden,44,Narveson,1337,0,gen_2_H_B_005,16,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,215,8e8da903
1338,TuckerDalton_1338,2,Dalton,68,Tucker,1338,0,gen_2_M_B_02,62,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,307,8e8da903
1339,KeytonRamel_1339,0,Ramel,82,Keyton,1339,0,gen_6_T_MG_006,253,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,191,8e8da903
1341,NealElias_1341,2,Elias,58,Neal,1341,0,gen_6_B_G_04,233,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,227,8e8da903
1343,WoodsCharles_1343,0,Charles,21,Woods,1343,0,gen_7_T_G_007,287,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,185,8e8da903
1344,McColloughJaylen_1344,0,Jaylen,39,McCollough,1344,0,gen_7_BMH_S_008,254,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,202,8e8da903
1345,SchraderCody_1345,2,Cody,32,Schrader,1345,0,gen_2_B_B_005,452,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,214,8e8da903
1346,MeyerAndrew_1346,3,Andrew,60,Meyer,1346,0,gen_2_H_B_005,59,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,295,8e8da903
1347,DuckStorm_1347,0,Storm,36,Duck,1347,0,gen_7_B_N_012,210,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
1348,BonnerEthan_1348,0,Ethan,27,Bonner,1348,0,gen_2_BMH_S_004,9,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,186,8e8da903
1350,TaimaniTaki_1350,3,Taki,94,Taimani,1350,0,gen_5_BHTM_GS_001,154,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,325,8e8da903
1351,PettusDell_1351,0,Dell,24,Pettus,1351,0,gen_7_M_BD_02,221,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,40,8e8da903
1355,JacobsDemontrey_1355,2,Demontrey,75,Jacobs,1355,0,gen_6_H_G_012,9,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,155,8e8da903
1356,TiptonMason_1356,0,Mason,84,Tipton,1356,0,gen_3_B_B_009,135,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,182,8e8da903
1362,PaytonRico_1362,0,Rico,36,Payton,1362,0,gen_4_B_G_003,251,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,182,8e8da903
1365,KubasJake_1365,3,Jake,63,Kubas,1365,0,gen_1_H_BD_01,51,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,308,8e8da903
1366,BatesBrenden_1366,2,Brenden,84,Bates,1366,0,gen_1_B_G_01,51,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,255,8e8da903
1369,BishopJrBeanie_1369,0,Beanie,31,Bishop Jr,1369,0,gen_7_T_G_007,157,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,182,8e8da903
1371,WilliamsDee_1371,0,Dee,33,Williams,1371,0,gen_7_M_N_005,272,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,30,8e8da903
1372,SundellJalen_1372,3,Jalen,61,Sundell,1372,0,gen_1_H_BD_01,67,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,141,8e8da903
1374,DeckersEvan_1374,2,Evan,86,Deckers,1374,0,gen_1_B_S_001,67,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,245,8e8da903
1376,OdukoyaThomas_1376,2,Thomas,89,Odukoya,1376,0,gen_3_B_B_009,9,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,253,8e8da903
1378,MartinRobinsonDavid_1378,2,David,88,Martin-Robinson,1378,0,gen_3_B_B_009,132,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,87,8e8da903
1379,OwensTyler_1379,0,Tyler,40,Owens,1379,0,gen_7_M_N_024,9,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,213,8e8da903
1381,YankoffColson_1381,2,Colson,41,Yankoff,1381,0,gen_2_BMH_S_004,23,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,225,8e8da903
1382,SwinsonMessiah_1382,2,Messiah,85,Swinson,1382,0,gen_5_T_GM_003,196,79,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,259,8e8da903
1384,HayballMatthew_1384,1,Matthew,43,Hayball,1384,0,gen_1_B_N_01,30,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,189,8e8da903
1391,BrooksBritish_1391,2,British,44,Brooks,1391,0,gen_7_M_BD_02,102,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,65,8e8da903
1395,ReidWinston_1395,2,Winston,59,Reid,1395,0,gen_6_BHM_B_01,98,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,65,8e8da903
1396,LampkinCam_1396,0,Cam,33,Lampkin,1396,0,gen_7_B_G_008,212,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,16,8e8da903
1397,TillmanDondrea_1397,2,Dondrea,92,Tillman,1397,0,gen_7_BMH_GS_005,244,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,270,8e8da903
1398,KromahJamree_1398,2,Jamree,58,Kromah,1398,0,gen_7_B_N_003,287,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,275,8e8da903
1399,ShenkerJohn_1399,2,John,86,Shenker,1399,0,gen_2_H_B_010,100,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,249,8e8da903
1400,ShampklinAaron_1400,0,Aaron,33,Shampklin,1400,0,gen_7_M_BD_02,132,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,195,8e8da903
1404,BaileyLevelle_1404,2,Levelle,54,Bailey,1404,0,gen_5_B_BD_03,146,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,225,8e8da903
1407,HergelKyle_1407,3,Kyle,60,Hergel,1407,0,gen_1_BM_MB_005,56,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,302,8e8da903
1416,ShraderSpencer_1416,1,Spencer,40,Shrader,1416,0,gen_2_B_N_0010,87,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,201,8e8da903
1418,JeudyLallyGabe_1418,0,Gabe,32,Jeudy-Lally,1418,0,gen_5_M_BD_02,255,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,189,8e8da903
1426,SlayJrDarius_1426,0,Darius,2,Slay Jr,1426,0,gen_5_BHTM_GS_001,139,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,190,8e8da903
1427,GreenArt_1427,0,Art,35,Green,1427,0,gen_7_B_G_004,245,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,198,8e8da903
1429,AnusiemChigozie_1429,0,Chigozie,35,Anusiem,1429,0,gen_5_T_GM_003,209,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
1442,GrandyCam_1442,2,Cam,85,Grandy,1442,0,gen_2_B_N_006,36,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,93,8e8da903
1444,BrooksNatrone_1444,0,Natrone,35,Brooks,1444,0,gen_6_M_N_02,247,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,15,8e8da903
1446,AndersonLiam_1446,2,Liam,47,Anderson,1446,0,gen_1_B_N_011,1,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,66,8e8da903
1448,ButlerJosh_1448,0,Josh,31,Butler,1448,0,gen_6_H_MS_01,9,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,22,8e8da903
1488,FantPrinceton_1488,2,Princeton,85,Fant,1488,0,gen_7_BHM_N_002,177,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,235,8e8da903
1489,BrowningJack_1489,1,Jack,5,Browning,1489,0,gen_1_B_N_011,50,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,190,8e8da903
1490,JohnsonDyontae_1490,2,Dyontae,54,Johnson,1490,0,gen_7_T_B_006,9,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,70,8e8da903
1491,RogersCasey_1491,3,Casey,91,Rogers,1491,0,gen_2_M_N_04,56,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,145,8e8da903
1492,JenkinsEJ_1492,2,E.J.,84,Jenkins,1492,0,gen_7_M_N_024,189,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,245,8e8da903
1495,GutierrezSebastian_1495,3,Sebastian,60,Gutierrez,1495,0,gen_4_H_BD_01,62,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,308,8e8da903
1497,BrooksKendell_1497,0,Kendell,30,Brooks,1497,0,gen_6_H_MS_01,211,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,206,8e8da903
1499,WilsonDivaad_1499,0,Divaad,27,Wilson,1499,0,gen_7_B_N_06,247,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
1535,SmithChris_1535,3,Chris,90,Smith,1535,0,gen_7_H_BD_03,189,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,316,8e8da903
1536,MiltonKendall_1536,2,Kendall,36,Milton,1536,0,gen_6_BMH_N_003,155,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,70,8e8da903
1537,BradfordMillard_1537,0,Millard,38,Bradford,1537,0,gen_7_T_G_007,279,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,191,8e8da903
1538,OliverBryce_1538,0,Bryce,80,Oliver,1538,0,gen_6_M_N_02,132,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,214,8e8da903
1539,McAtamneyJude_1539,1,Jude,99,McAtamney,1539,0,gen_1_B_G_01,1,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,205,8e8da903
1569,WashingtonJrCarlos_1569,0,Carlos,28,Washington Jr,1569,0,gen_6_B_MS_01,177,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,210,8e8da903
1599,JuszczykKyle_1599,0,Kyle,44,Juszczyk,1599,0,gen_2_BMH_S_002,48,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,235,8e8da903
1713,BakhtiariDavid_1713,3,David,69,Bakhtiari,1713,0,gen_2_M_N_04,67,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,310,8e8da903
1732,QuessenberryDavid_1732,2,David,76,Quessenberry,1732,0,gen_2_BMH_S_010,51,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,310,8e8da903
2002,ODonnellPat_2002,1,Pat,16,O'Donnell,2002,0,gen_2_B_S_001,41,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,220,8e8da903
2003,LenoJrCharles_2003,3,Charles,72,Leno Jr,2003,0,gen_6_H_B_002,185,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,302,8e8da903
2016,SchofieldMichael_2016,3,Michael,71,Schofield III,2016,0,gen_1_H_S_008,20,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,301,8e8da903
2039,MitchellTerrance_2039,0,Terrance,43,Mitchell,2039,0,gen_7_BHM_S_010,257,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,190,8e8da903
2040,TurnerBilly_2040,2,Billy,54,Turner,2040,0,gen_5_B_BD_03,128,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,313,8e8da903
2091,FlemingCameron_2091,3,Cameron,73,Fleming,2091,0,gen_7_H_G_006,265,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,320,8e8da903
2097,EllisJustin_2097,3,Justin,78,Ellis,2097,0,gen_7_H_BMS_013,262,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,334,8e8da903
2099,HarrisShelby_2099,3,Shelby,93,Harris,2099,0,gen_7_H_BD_03,261,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,290,8e8da903
2109,UrbanBrent_2109,2,Brent,97,Urban,2109,0,gen_2_M_S_011,71,79,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,309,8e8da903
2200,SantosCairo_2200,1,Cairo,8,Santos,2200,0,gen_2_T_S_007,74,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,175,8e8da903
2202,HarrisonJonotthan_2202,3,Jonotthan,60,Harrison,2202,0,gen_7_H_BMS_013,262,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,308,8e8da903
2206,LarsenTyler_2206,3,Tyler,69,Larsen,2206,0,gen_1_H_N_010,17,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,175,8e8da903
2254,HubbardChris_2254,3,Chris,66,Hubbard,2254,0,gen_7_H_N_006,269,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,295,8e8da903
2262,BoswellChris_2262,1,Chris,9,Boswell,2262,0,gen_2_M_S_001,70,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,185,8e8da903
2276,PennelMike_2276,3,Mike,69,Pennel,2276,0,gen_6_H_BD_01,186,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,332,8e8da903
2278,McManusBrandon_2278,1,Brandon,17,McManus,2278,0,gen_2_B_N_009,37,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,201,8e8da903
2279,DePaolaAndrew_2279,1,Andrew,42,DePaola,2279,0,gen_1_B_B_005,1,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,229,8e8da903
2280,ThielenAdam_2280,0,Adam,19,Thielen,2280,0,gen_2_T_S_007,74,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,195,8e8da903
2301,WilliamsKWaun_2301,0,K'Waun,8,Williams,2301,0,gen_5_T_G_01,153,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,25,8e8da903
2308,LucasCornelius_2308,3,Cornelius,78,Lucas III,2308,0,gen_7_H_G_02,268,80,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,327,8e8da903
2312,WellsJosh_2312,3,Josh,74,Wells,2312,0,gen_2_H_GM_004,59,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,310,8e8da903
2335,WayTress_2335,1,Tress,10,Way,2335,0,gen_2_B_S_001,41,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,220,8e8da903
2346,ShatleyTyler_2346,3,Tyler,69,Shatley,2346,0,gen_2_H_B_004,53,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,305,8e8da903
2365,SmithKeith_2365,2,Keith,40,Smith II,2365,0,gen_4_B_B_004,98,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,240,8e8da903
2366,AutryDenico_2366,2,Denico,96,Autry,2366,0,gen_7_M_N_024,284,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,125,8e8da903
2392,HeinickeTaylor_2392,1,Taylor,8,Heinicke,2392,0,gen_2_BMH_S_004,50,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,210,8e8da903
2398,GordonMelvin_2398,2,Melvin,33,Gordon III,2398,0,gen_7_B_N_09,284,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,215,8e8da903
2402,AbdullahAmeer_2402,0,Ameer,8,Abdullah,2402,0,gen_7_BHM_MG_001,237,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,203,8e8da903
2431,BurtonMichael_2431,2,Michael,20,Burton,2431,0,gen_1_H_BD_02,16,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,247,8e8da903
2435,CooperAmari_2435,0,Amari,18,Cooper,2435,0,gen_7_BTM_N_007,259,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,211,8e8da903
2442,AgholorNelson_2442,0,Nelson,15,Agholor,2442,0,gen_7_M_MB_009,278,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,198,8e8da903
2443,DorsettPhillip_2443,0,Phillip,4,Dorsett II,2443,0,gen_7_B_G_005,210,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,192,8e8da903
2448,LockettTyler_2448,0,Tyler,16,Lockett,2448,0,gen_6_T_N_009,203,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,182,8e8da903
2449,ConleyChris_2449,0,Chris,18,Conley,2449,0,gen_7_T_N_009,289,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,45,8e8da903
2450,CrowderJamison_2450,0,Jamison,80,Crowder,2450,0,gen_7_M_BM_014,274,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,185,8e8da903
2454,DiggsStefon_2454,0,Stefon,1,Diggs,2454,0,gen_7_BHM_MG_001,237,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,191,8e8da903
2456,MontgomeryTy_2456,0,Ty,14,Montgomery II,2456,0,gen_7_B_G_007,211,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,216,8e8da903
2480,KroftTyler_2480,2,Tyler,82,Kroft,2480,0,gen_1_B_N_01,5,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,92,8e8da903
2481,JamesJesse_2481,2,Jesse,88,James,2481,0,gen_2_B_N_006,51,79,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,261,8e8da903
2485,PruittMyCole_2485,2,MyCole,81,Pruitt,2485,0,gen_5_BHTM_GS_001,139,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,85,8e8da903
